review_id,review,cleaned_review,keywords,theme
1,really am happy to this app it is Siple to use everything,happy app siple use,"['happy', 'use', 'app']",['Other']
2,I liked this app. But the User interface is very basic and not attractive at all.,like app user interface basic attractive,"['basic', 'attractive', 'interface', 'user', 'like', 'app']",['Other']
3,"""Why don’t your ATMs support account-to-account transfers like other countries( Kenya, Nigeria , South africa)""",don atms support account account transfer like country kenya nigeria south africa,"['account', 'kenya', 'nigeria', 'country', 'support', 'don', 'transfer', 'like']","['Customer Support', 'Other']"
4,what is this app problem???,app problem,"['problem', 'app']",['Other']
5,the app is proactive and a good connections.,app proactive good connection,"['proactive', 'connection', 'good', 'app']",['Other']
6,I cannot send to cbebirr app. through this app.,send cbebirr app app,"['cbebirr', 'send', 'app']",['Other']
7,good,good,['good'],['Other']
8,not functional,functional,['functional'],['Other']
9,"everytime you uninstall the app you have to reach them out physically. very oldy! if that's one of security layer, they'd check for fraud attempt via app source directly(source:- app store, play store ... etc) implicitly ! we are in 2025, physical presence for every app install is traditional(traditionally very rare).",everytime uninstall app reach physically oldy security layer check fraud attempt app source directly source app store play store etc implicitly physical presence app install traditional traditionally rare,"['source', 'store', 'app', 'presence', 'layer', 'oldy', 'install', 'implicitly', 'physical', 'traditional']",['Other']
10,አካውንት የምናስገባበት ቦታ ስም ጽፈን ነው ከዚህ በፊት የላክንባቸውን አካዉንቶች የምንፈልገዉ ነገር ግን አዲስ አካውንቶች mr ብለዉ የሚጀምሩ በዝተዋል ግን አፕልኬሽኑ space ስንጽፍ አይቀበልም ቢስተካከል,space,[],[]
11,best,well,[],[]
12,bezabih,bezabih,[],[]
13,Best Mobile Banking app ever,good mobile banking app,"['mobile', 'banking', 'good', 'app']",['Other']
14,good,good,['good'],['Other']
15,it was good app but it have some issues like it doesnt give me the right amount that I have in the bank and have some issues in transferring,good app issue like right bank issue transfer,"['issue', 'right', 'transfer', 'like', 'bank', 'good', 'app']",['Other']
16,good,good,['good'],['Other']
17,Good,good,['good'],['Other']
18,👌👍,,[],[]
19,very niec,niec,['niec'],['Other']
20,best app of finance,good app finance,"['finance', 'good', 'app']",['Other']
21,yetemeta,yetemeta,[],[]
22,Engida Kebede Fetera,engida kebede fetera,['kebede'],['Other']
23,good,good,['good'],['Other']
24,it is not safety,safety,[],[]
25,NICE bank,nice bank,"['nice', 'bank']",['Other']
26,it is like a childish app make it better the worst I have ever seen,like childish app well bad see,"['childish', 'bad', 'like', 'app']",['Other']
27,"It's a problem solver application, go ahead CBE, I love so much.",problem solver application ahead cbe love,"['problem', 'ahead', 'love', 'cbe', 'application']",['Other']
28,It's good but try to make it facilitate for your client,good try facilitate client,"['client', 'try', 'good']",['Other']
29,best app,good app,"['good', 'app']",['Other']
30,Awesome bank,awesome bank,"['awesome', 'bank']",['Other']
31,this app has developed in a very good ways but there are some comments I need to make 1- preventing the screenshot likely not good for someone like me coz I need to make screenshot for quicker evidence. 2-it would be good if you make us to access recent transaction histories for 30 days coz we don't have to go to the Bank's in person to see old transactions or add colander category so user can easily access old transactions through colanders.,app develop good way comment need prevent screenshot likely good like coz need screenshot quick evidence good access recent transaction history day coz don bank person old transaction add colander category user easily access old transaction colander,"['coz', 'colander', 'transaction', 'old', 'access', 'screenshot', 'need', 'good', 'likely', 'prevent']","['Transaction Performance', 'Other']"
32,Masha alla,masha alla,"['masha', 'alla']",['Other']
33,"Recently there is big problem when sending to safaricom, telebir, and even to cbebirr wallet could anybody who is responsible fix it, it's very frustrating it's been 5 days and my money hasn't been returned it takes it out of my account but doesn't send it to my mpesa update- they have just corrected it and sent me back the money but still I'm afraid now to send again",recently big problem send safaricom telebir cbebirr wallet anybody responsible fix frustrating day money hasn return take account doesn send mpesa update correct send money afraid send,"['send', 'money', 'wallet', 'correct', 'safaricom', 'cbebirr', 'hasn', 'mpesa', 'recently', 'frustrating']",['Other']
34,better service,well service,['service'],['Other']
35,"it,s good app and time manager 👍",good app time manager,"['manager', 'time', 'good', 'app']",['Other']
36,malkaamuu Jiidhaa Namoo,malkaamuu jiidhaa namoo,"['jiidhaa', 'malkaamuu', 'namoo']",['Other']
37,lower system everything,low system,['low'],['Other']
38,Nice!,nice,['nice'],['Other']
39,Keep it up My CBE,cbe,['cbe'],['Other']
40,yes good,yes good,"['yes', 'good']",['Other']
41,"I was using this app for the last two years with no problems. It stopped working about 3 months ago. when I tried to transfer funds it gives me error ""can't do this transaction. inactive account.""",app year problem stop work month ago try transfer fund give error transaction inactive account,"['inactive', 'ago', 'fund', 'month', 'year', 'stop', 'error', 'problem', 'try', 'account']","['App Reliability', 'Other']"
42,i like everything of this app,like app,"['like', 'app']",['Other']
43,good,good,['good'],['Other']
44,🤬🤬🤬🤬 network 🛜,network,['network'],['Other']
45,Best,well,[],[]
46,CBE is the best financial application and and very dimple to use. I would like to say thank you so much for the developer of application. I really appreciate this app.,cbe good financial application dimple use like thank developer application appreciate app,"['application', 'dimple', 'appreciate', 'financial', 'thank', 'developer', 'cbe', 'like', 'use', 'good']",['Other']
47,nice,nice,['nice'],['Other']
48,good job,good job,"['job', 'good']",['Other']
49,Good,good,['good'],['Other']
50,it's awesome!!,awesome,['awesome'],['Other']
51,best,well,[],[]
52,thankyou every one,thankyou,['thankyou'],['Other']
53,best app,good app,"['good', 'app']",['Other']
54,Ronaldo 🇵🇹 🥇,ronaldo,[],[]
55,"this app is absolutely fantastic I love it and I enjoying to it ,let us support this foundation together .",app absolutely fantastic love enjoy let support foundation,"['absolutely', 'let', 'fantastic', 'support', 'love', 'app']","['Customer Support', 'Other']"
56,"The CBE app has been highly unreliable in recent weeks. It frequently fails to work properly on both Ethio Telecom and Safaricom networks, whether using Wi-Fi or mobile data. This week, the system was down entirely for extended periods, making it very difficult to access banking services. The app only functions intermittently, and the lack of consistency is frustrating. I hope the issues are addressed soon, and that any non-technical influences are removed from such essential services.",cbe app highly unreliable recent week frequently fail work properly ethio telecom safaricom network mobile datum week system entirely extend period make difficult access banking service app function intermittently lack consistency frustrating hope issue address soon non technical influence remove essential service,"['week', 'service', 'influence', 'datum', 'consistency', 'intermittently', 'technical', 'safaricom', 'remove', 'extend']",['Other']
57,mortuary app,mortuary app,"['mortuary', 'app']",['Other']
58,it is smart app but it has stoped after some period of time on my device with out any reason .,smart app stop period time device reason,"['period', 'reason', 'stop', 'device', 'smart', 'time', 'app']",['Other']
59,amazing app I am used this app for one year,amazing app app year,"['year', 'amazing', 'app']",['Other']
60,👍,,[],[]
61,good app,good app,"['good', 'app']",['Other']
62,i love it 😍😘,love,['love'],['Other']
63,It makes life easy!👌,make life easy,"['life', 'make', 'easy']",['Other']
64,its not fast,fast,['fast'],['Other']
65,wow,wow,['wow'],['Other']
66,it is sooo good,sooo good,"['sooo', 'good']",['Other']
67,excellent,excellent,['excellent'],['Other']
68,ok,,[],[]
69,Fantastic,fantastic,['fantastic'],['Other']
70,accessible to using,accessible,['accessible'],['Other']
71,I like it,like,['like'],['Other']
72,good,good,['good'],['Other']
73,why you change default network?,change default network,"['default', 'change', 'network']",['Other']
74,very nice 👍,nice,['nice'],['Other']
75,good,good,['good'],['Other']
76,nice fast app,nice fast app,"['nice', 'fast', 'app']",['Other']
77,good,good,['good'],['Other']
78,best,well,[],[]
79,how to I get my money,money,['money'],['Other']
80,"Very bad, can't even load they need to improve their services.",bad load need improve service,"['load', 'improve', 'service', 'bad', 'need']",['Other']
81,"Very good app, but please make it reliable . it crashes sometimes .",good app reliable crash,"['crash', 'reliable', 'good', 'app']","['App Reliability', 'Other']"
82,very busy I don't know why... I prefer 889,busy don know prefer,"['prefer', 'busy', 'know', 'don']",['Other']
83,"Sometimes it has a nasty lag for several hour fix that , the rest is 👌",nasty lag hour fix rest,"['nasty', 'lag', 'hour', 'fix']",['Other']
84,the most boring Mobil banking application in ethiopia.Please use alternative private banks mobile banking apps,boring mobil banking application ethiopia use alternative private bank mobile banking app,"['mobil', 'banking', 'private', 'alternative', 'ethiopia', 'application', 'mobile', 'use', 'bank', 'app']",['Other']
85,hojii bonsaadha,hojii bonsaadha,['hojii'],['Other']
86,ok,,[],[]
87,ok,,[],[]
88,user-friendly apps.because this app is easy.,user friendly app app easy,"['friendly', 'user', 'app', 'easy']",['Other']
89,Awosome!!!,awosome,[],[]
90,"Very good app,",good app,"['good', 'app']",['Other']
91,sync problem may 22 2025 but the date stack on may 8 2025 help pls,sync problem date stack help pls,"['sync', 'date', 'stack', 'pls', 'help', 'problem']","['Customer Support', 'Other']"
92,ይህ መተግበሪያ በጣም ጥሩ ነው. this app is very nice,app nice,"['nice', 'app']",['Other']
93,I hate this app 😒,hate app,"['hate', 'app']",['Other']
94,trustful,trustful,[],[]
95,I like,like,['like'],['Other']
96,update issue,update issue,"['issue', 'update']","['Feature Requests', 'Other']"
97,its not working over safari network,work safari network,"['network', 'work']",['Other']
98,oldie,oldie,['oldie'],['Other']
99,it doesn't work,doesn work,"['doesn', 'work']",['Other']
100,best,well,[],[]
101,"This app is good, and we are using it well",app good,"['good', 'app']",['Other']
102,ok,,[],[]
103,best app,good app,"['good', 'app']",['Other']
104,best,well,[],[]
105,very nice 👌 app for android phone,nice app android phone,"['android', 'phone', 'nice', 'app']",['Other']
106,good app,good app,"['good', 'app']",['Other']
107,Yes Yes,yes yes,['yes'],['Other']
108,በጣም ከርፋፋ,,[],[]
109,easy to use helpful in my life,easy use helpful life,"['helpful', 'life', 'easy', 'use']",['Other']
110,good 👍,good,['good'],['Other']
111,the best mobile banking app,good mobile banking app,"['mobile', 'banking', 'good', 'app']",['Other']
112,"this app is very useful app,it saves time,and it is secure",app useful app save time secure,"['useful', 'save', 'secure', 'time', 'app']",['Other']
113,ok,,[],[]
114,it's a good application 👍,good application,"['application', 'good']",['Other']
115,the screenshot and the reffresh options are so annoying that makes transaction so delaying activity !,screenshot reffresh option annoying make transaction delay activity,"['activity', 'annoying', 'delay', 'screenshot', 'make', 'option', 'transaction']","['Transaction Performance', 'Other']"
116,poor service,poor service,"['poor', 'service']",['Other']
117,amazing,amazing,['amazing'],['Other']
118,it is reliable and easy to use.,reliable easy use,"['reliable', 'easy', 'use']",['Other']
119,the most annoying mobile banking app I've ever seen,annoying mobile banking app see,"['annoying', 'mobile', 'banking', 'app']",['Other']
120,Cbe mobile banking,cbe mobile banking,"['cbe', 'mobile', 'banking']",['Other']
121,"i can't make Screenshout in this app, please made modification",screenshout app modification,"['modification', 'app']",['Other']
122,Best app I loved it,good app love,"['love', 'good', 'app']",['Other']
123,nice app,nice app,"['nice', 'app']",['Other']
124,wow,wow,['wow'],['Other']
125,Amazing applicatiom sometimes doesnt work!,amazing applicatiom work,"['amazing', 'work']",['Other']
126,well satisfied with this beautiful app,satisfied beautiful app,"['satisfied', 'app']",['Other']
127,very good,good,['good'],['Other']
128,best app.,good app,"['good', 'app']",['Other']
129,good,good,['good'],['Other']
130,"not working,why???",work,['work'],['Other']
131,Great impact but why Developer option turnoff if you fix 🙏 🙏 🙏,great impact developer option turnoff fix,"['impact', 'option', 'developer', 'fix', 'great']",['Other']
132,excellent,excellent,['excellent'],['Other']
133,always disappointing ! especially the iOS one !! some similar local applications are extremely superior to this application!! Really disappointing!,disappoint especially ios similar local application extremely superior application disappointing,"['application', 'ios', 'similar', 'extremely', 'disappoint', 'especially', 'local', 'disappointing']",['Other']
134,woxe harimo ribiso,woxe harimo ribiso,"['woxe', 'harimo']",['Other']
135,good,good,['good'],['Other']
136,"Good ,easy to use",good easy use,"['easy', 'use', 'good']",['Other']
137,Good app,good app,"['good', 'app']",['Other']
138,Good job👍,good job,"['job', 'good']",['Other']
139,good,good,['good'],['Other']
140,nice,nice,['nice'],['Other']
141,"Please kindly ask to update the app and allow us to screenshot, it's convenient and efficient as long as you add security to the access there is no reason to block us from screenshooting our screen.",kindly ask update app allow screenshot convenient efficient long add security access reason block screenshoote screen,"['kindly', 'block', 'efficient', 'reason', 'screen', 'allow', 'long', 'ask', 'security', 'add']",['Other']
142,I have using the CBE mobile banking app. and overall i appreciate its Feuteres However i.ve Notticed that when i turn on the Developer options on my divice the App.Stop Functioning prorerly It.Would Be Great If You could look into This issue as l often need to access Developer setting for Otter Application ThankYou For Your attention to This Matter,cbe mobile banking app overall appreciate feutere nottice turn developer option divice app stop function prorerly great look issue need access developer set otter application thankyou attention matter,"['developer', 'otter', 'prorerly', 'nottice', 'divice', 'matter', 'set', 'attention', 'thankyou', 'appreciate']",['Other']
143,customer service is bad nothing is good about this bank,customer service bad good bank,"['customer', 'service', 'bad', 'bank', 'good']",['Other']
144,It is Amazing Mobile Banking App....But why the screenshot of the receipt doesnt work,amazing mobile banking app screenshot receipt work,"['receipt', 'screenshot', 'amazing', 'mobile', 'banking', 'work', 'app']",['Other']
145,fast and simple easy to use 👌,fast simple easy use,"['simple', 'fast', 'easy', 'use']",['Other']
146,The fastest transferring app I ever had its so reliable,fast transferring app reliable,"['reliable', 'fast', 'app']",['Other']
147,"Funds transferred from the same bank do not reflect in the account, even though a confirmation text message was received.",fund transfer bank reflect account confirmation text message receive,"['confirmation', 'text', 'reflect', 'fund', 'message', 'receive', 'account', 'transfer', 'bank']",['Other']
148,it's easy and fast,easy fast,"['fast', 'easy']",['Other']
149,This app don't have self activation only you have to look near cbe branch that's disgusting,app don self activation look near cbe branch disgust,"['near', 'disgust', 'self', 'activation', 'branch', 'look', 'don', 'cbe', 'app']",['Other']
150,hello dearest CBE office personnel make some benefits for those using interest free accounts thanks for your help,hello dearest cbe office personnel benefit interest free account thank help,"['office', 'personnel', 'dearest', 'hello', 'help', 'account', 'thank', 'cbe']","['Customer Support', 'Other']"
151,wow best application ever,wow good application,"['wow', 'application', 'good']",['Other']
152,good,good,['good'],['Other']
153,"Am sorry but what does developer mode do to the application ? hack it ? are you sure you are developer or are you stupid, doesnt makes sense,",sorry developer mode application hack sure developer stupid make sense,"['developer', 'hack', 'sure', 'mode', 'make', 'application']",['Other']
154,Best,well,[],[]
155,the pride of Ethiopian bank 🏦,pride ethiopian bank,"['pride', 'ethiopian', 'bank']",['Other']
156,why the app telling me to turn of developer options please fix it.,app tell turn developer option fix,"['tell', 'turn', 'option', 'developer', 'fix', 'app']",['Other']
157,good,good,['good'],['Other']
158,ok,,[],[]
159,i am very happy . i have small prob. after i transfer i cant put the transfer cashe bil to my dic.,happy small prob transfer transfer cashe bil dic,"['transfer', 'prob', 'dic', 'small', 'happy']",['Other']
160,ok,,[],[]
161,good,good,['good'],['Other']
162,amazing apps,amazing app,"['amazing', 'app']",['Other']
163,All service of Mobile Banking,service mobile banking,"['service', 'mobile', 'banking']",['Other']
164,needs improvement,need improvement,"['improvement', 'need']",['Other']
165,i miss the old one i couldn't send my mony to other bank..,miss old couldn send mony bank,"['mony', 'miss', 'old', 'couldn', 'send', 'bank']",['Other']
166,the app is recently crushing each time you open and try to make transfers...it used to be good. take lessons from the Dashen Super app or ethiotelecom. it is not befitting of your experience and glory. inv3st in making it more friendly and convenient. I am considering leaving CBE for good.,app recently crush time open try transfer good lesson dashen super app ethiotelecom befit experience glory make friendly convenient consider leave cbe good,"['leave', 'lesson', 'glory', 'recently', 'crush', 'consider', 'open', 'try', 'good', 'convenient']",['Other']
167,good,good,['good'],['Other']
168,good but these week not oky,good week oky,"['oky', 'week', 'good']",['Other']
169,well designed! Fixing bugs & two step verification with biometric... simply it's great!,design fix bug step verification biometric simply great,"['verification', 'biometric', 'simply', 'bug', 'design', 'step', 'fix', 'great']","['User Interface', 'Other']"
170,Good app,good app,"['good', 'app']",['Other']
171,If any developer is reading this please fix the screenshot functionality or at least the download button should work flawlessly without me touching it twenty times.,developer read fix screenshot functionality download button work flawlessly touch time,"['read', 'flawlessly', 'touch', 'button', 'functionality', 'download', 'screenshot', 'developer', 'fix', 'time']",['Other']
172,"it's a great job.but one more thing, it hasn't been placed for transfer to other banks on face like mobile charge card place",great job thing hasn place transfer bank face like mobile charge card place,"['place', 'charge', 'hasn', 'face', 'card', 'job', 'thing', 'transfer', 'great', 'like']",['Other']
173,CBE mobilr bankg,cbe mobilr bankg,"['mobilr', 'cbe']",['Other']
174,wow,wow,['wow'],['Other']
175,verygood,verygood,['verygood'],['Other']
176,ممتاز جدا,,[],[]
177,it's very low quality application,low quality application,"['quality', 'low', 'application']",['Other']
178,Very Amazing Apps,amazing app,"['amazing', 'app']",['Other']
179,አዛ,,[],[]
180,wow simple life,wow simple life,"['simple', 'life', 'wow']",['Other']
181,it's nice,nice,['nice'],['Other']
182,Why stacked sometimes,stack,['stack'],['Other']
183,good app,good app,"['good', 'app']",['Other']
184,nice,nice,['nice'],['Other']
185,okay 👍 but sometimes busy,okay busy,"['okay', 'busy']",['Other']
186,the worst commercial company that fails to do even the most normal things again and and again.,bad commercial company fail normal thing,"['normal', 'commercial', 'company', 'fail', 'thing', 'bad']",['Other']
187,nice,nice,['nice'],['Other']
188,Very good app. but disappointed by general cessation of system.,good app disappoint general cessation system,"['cessation', 'general', 'disappoint', 'good', 'app']",['Other']
189,excellent,excellent,['excellent'],['Other']
190,good,good,['good'],['Other']
191,good,good,['good'],['Other']
192,Good and fast,good fast,"['fast', 'good']",['Other']
193,Unreliable!,unreliable,['unreliable'],['Other']
194,Best the best fast,well good fast,"['fast', 'good']",['Other']
195,good app,good app,"['good', 'app']",['Other']
196,happy,happy,['happy'],['Other']
197,fast and reliable,fast reliable,"['reliable', 'fast']",['Other']
198,network errorrrrrr,network errorrrrrr,['network'],['Other']
199,Best app but there is some problem I can't send money to telebirr or mpesa so if you can add that it could be use full,good app problem send money telebirr mpesa add use,"['mpesa', 'telebirr', 'send', 'add', 'problem', 'money', 'use', 'good', 'app']",['Other']
200,its good and simple to use,good simple use,"['simple', 'use', 'good']",['Other']
201,worest app like that bank for security and network access,wor app like bank security network access,"['wor', 'network', 'security', 'access', 'like', 'bank', 'app']",['Other']
202,it's the best app i,good app,"['good', 'app']",['Other']
203,not bad not good,bad good,"['bad', 'good']",['Other']
204,its very nice,nice,['nice'],['Other']
205,do not work this week,work week,"['week', 'work']",['Other']
206,It crashes frequently,crash frequently,"['frequently', 'crash']","['App Reliability', 'Other']"
207,the best,good,['good'],['Other']
208,"I can simply describe this app as ""Making all your work easier"".",simply describe app make work easy,"['simply', 'make', 'easy', 'work', 'app']",['Other']
209,goid,goid,['goid'],['Other']
210,best appearance,good appearance,"['appearance', 'good']",['Other']
211,it's very good 👍 app,good app,"['good', 'app']",['Other']
212,I need support you,need support,"['support', 'need']","['Customer Support', 'Other']"
213,the worst Mobile banking i have ever seen in my life,bad mobile banking see life,"['life', 'bad', 'mobile', 'banking']",['Other']
214,super,super,['super'],['Other']
215,ጠጀጨገጀ።ጀገ,,[],[]
216,i like the app,like app,"['like', 'app']",['Other']
217,the Best,good,['good'],['Other']
218,nice,nice,['nice'],['Other']
219,good,good,['good'],['Other']
220,good,good,['good'],['Other']
221,to other bank is bad,bank bad,"['bad', 'bank']",['Other']
222,tank's,tank,[],[]
223,its good but add more features such like. bank statement showing,good add feature like bank statement show,"['statement', 'add', 'feature', 'like', 'bank', 'good']","['Feature Requests', 'Other']"
224,it is so nice,nice,['nice'],['Other']
225,good,good,['good'],['Other']
226,Very Good👍,good,['good'],['Other']
227,"my first frequent experience of cbe app is critical-time failure such as suspending payment on air for 2-5 days with zero explanation, deducting from sender account without depositing to the receiver act. Another fatal error by the banking company as a whole (not the app itself though) is forced-banking with corporations without consent of employers-users of the corresponding corporations",frequent experience cbe app critical time failure suspend payment air day zero explanation deduct sender account deposit receiver act fatal error bank company app force bank corporation consent employer user correspond corporation,"['corporation', 'receiver', 'frequent', 'employer', 'critical', 'correspond', 'act', 'failure', 'consent', 'zero']",['Other']
228,"wow, amazing app",wow amazing app,"['wow', 'amazing', 'app']",['Other']
229,use ful,use ful,"['ful', 'use']",['Other']
230,Great app,great app,"['great', 'app']",['Other']
231,well app,app,['app'],['Other']
232,Actually it is inactive,actually inactive,"['inactive', 'actually']",['Other']
233,good,good,['good'],['Other']
234,ok,,[],[]
235,best app,good app,"['good', 'app']",['Other']
236,amazing,amazing,['amazing'],['Other']
237,good,good,['good'],['Other']
238,I like,like,['like'],['Other']
239,"slow, only one account is used",slow account,"['slow', 'account']","['Transaction Performance', 'Other']"
240,ok,,[],[]
241,always CBE is the leading Commercial Bank💪💪💪,cbe lead commercial bank,"['lead', 'commercial', 'cbe', 'bank']",['Other']
242,i like it,like,['like'],['Other']
243,why removing screenshot feature why?,remove screenshot feature,"['remove', 'screenshot', 'feature']","['Feature Requests', 'Other']"
244,nice apps where network is good in connection,nice app network good connection,"['connection', 'network', 'nice', 'good', 'app']",['Other']
245,Thank you!!!,thank,['thank'],['Other']
246,i can't take screenshot,screenshot,['screenshot'],['Other']
247,"every update was made the system better and better until the March 19th, 2025 update, not allowing us to screenshot. you guys didn't understand how much it's a really quick and significant thing. You add extra steps to us, which makes the process draw back",update system well well march update allow screenshot guy didn understand quick significant thing add extra step make process draw,"['update', 'march', 'draw', 'significant', 'process', 'understand', 'guy', 'quick', 'didn', 'allow']","['Other', 'Feature Requests']"
248,perfectly special,perfectly special,"['perfectly', 'special']",['Other']
249,Fast and Reliable,fast reliable,"['reliable', 'fast']",['Other']
250,good,good,['good'],['Other']
251,The best application I have ever seen in Ethiopia banking industry.,good application see ethiopia banking industry,"['industry', 'ethiopia', 'application', 'banking', 'good']",['Other']
252,great app!!!,great app,"['great', 'app']",['Other']
253,because sometimes it doesn't working it load too much,doesn work load,"['load', 'doesn', 'work']",['Other']
254,"Absolutely the best app! It works flawlessly, anytime and anywhere.",absolutely good app work flawlessly anytime,"['flawlessly', 'anytime', 'absolutely', 'work', 'good', 'app']",['Other']
255,ok,,[],[]
256,very nice app ever!!!,nice app,"['nice', 'app']",['Other']
257,the best app,good app,"['good', 'app']",['Other']
258,Biometric security for mobile banking is not available,biometric security mobile banking available,"['biometric', 'available', 'security', 'mobile', 'banking']",['Other']
259,great,great,['great'],['Other']
260,Nice service,nice service,"['service', 'nice']",['Other']
261,great app,great app,"['great', 'app']",['Other']
262,it's special apps,special app,"['special', 'app']",['Other']
263,"In the updated version of the app, it takes more time to download the receipt.",update version app take time download receipt,"['receipt', 'version', 'download', 'update', 'time', 'app']","['Feature Requests', 'Other']"
264,ለምንድነው ትራንዛክሽን ትንሽ ብቻ የሚያሳየው ?,,[],[]
265,Good 🔥,good,['good'],['Other']
266,very interesting app i am using every day fantastic,interesting app day fantastic,"['interesting', 'fantastic', 'day', 'app']",['Other']
267,lebaa bank,lebaa bank,"['lebaa', 'bank']",['Other']
268,Can't scan/recognize other banks' Interoperable QR Codes,scan recognize bank interoperable code,"['interoperable', 'scan', 'code', 'bank']",['Other']
269,OK,,[],[]
270,grateful app,grateful app,"['grateful', 'app']",['Other']
271,100% ❤️❤️❤️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,,[],[]
272,everthing wellbeok,everthe wellbeok,[],[]
273,"""This mobile banking app is fast and user-friendly, but the only issue I encountered is that I can't access my bank statement within the app. I kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps.",mobile banking app fast user friendly issue encounter access bank statement app kindly request feature add similar offer private bank mobile banking app,"['mobile', 'banking', 'kindly', 'similar', 'private', 'request', 'encounter', 'bank', 'statement', 'offer']",['Other']
274,nice app 👌,nice app,"['nice', 'app']",['Other']
275,why did this app is not screenshot,app screenshot,"['screenshot', 'app']",['Other']
276,it so good app,good app,"['good', 'app']",['Other']
277,the best app,good app,"['good', 'app']",['Other']
278,جميل,,[],[]
279,"less network, specially to make fee for utility purpose",network specially fee utility purpose,"['specially', 'purpose', 'utility', 'network']",['Other']
280,nice,nice,['nice'],['Other']
281,simply for used,simply,['simply'],['Other']
282,wow keep up,wow,['wow'],['Other']
283,its great app but when updating we can't take screen shot please try to fix it,great app update screen shot try fix,"['shot', 'screen', 'try', 'update', 'fix', 'great', 'app']","['Feature Requests', 'Other']"
284,good one,good,['good'],['Other']
285,best app.,good app,"['good', 'app']",['Other']
286,everything is easy thank you cebe,easy thank cebe,"['cebe', 'thank', 'easy']",['Other']
287,ፈጣን ቀልጣፋ,,[],[]
288,good,good,['good'],['Other']
289,ok,,[],[]
290,ጎበዝ,,[],[]
291,good app,good app,"['good', 'app']",['Other']
292,but this app says can't sync,app say sync,"['sync', 'say', 'app']",['Other']
293,waw,waw,['waw'],['Other']
294,to slow,slow,['slow'],['Transaction Performance']
295,work on screen shot system,work screen shot system,"['shot', 'screen', 'work']",['Other']
296,very very nice aplication,nice aplication,"['aplication', 'nice']",['Other']
297,Good,good,['good'],['Other']
298,wonder full and it is easy to use,wonder easy use,"['wonder', 'easy', 'use']",['Other']
299,easy and reliable,easy reliable,"['reliable', 'easy']",['Other']
300,good,good,['good'],['Other']
301,it is Very Useful app 👍,useful app,"['useful', 'app']",['Other']
302,very good,good,['good'],['Other']
303,perfect app,perfect app,"['perfect', 'app']",['Other']
304,I like it.,like,['like'],['Other']
305,bugs,bug,['bug'],['Other']
306,commerial Bank,commerial bank,"['commerial', 'bank']",['Other']
307,Genat biru,genat biru,['genat'],['Other']
308,🙏,,[],[]
309,it is good but it doesn't allow screen shot,good doesn allow screen shot,"['shot', 'screen', 'allow', 'doesn', 'good']",['Other']
310,the best one,good,['good'],['Other']
311,You need to copy many things from other bank apps like Amole(Dashen),need copy thing bank app like amole dashen,"['copy', 'amole', 'thing', 'need', 'like', 'dashen', 'bank', 'app']",['Other']
312,bring back the screenshot feature.,bring screenshot feature,"['bring', 'screenshot', 'feature']","['Feature Requests', 'Other']"
313,Good!👍,good,['good'],['Other']
314,best app to experience him that to smooth transaction among the customers,good app experience smooth transaction customer,"['smooth', 'customer', 'experience', 'transaction', 'good', 'app']","['Transaction Performance', 'Other']"
315,good,good,['good'],['Other']
316,nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,nice app suitable use weak need data connection hoping fix offline give rate,"['hoping', 'offline', 'rate', 'data', 'suitable', 'connection', 'fix', 'need', 'nice', 'use']",['Other']
317,easy to use,easy use,"['easy', 'use']",['Other']
318,"Good job to the CBE team on this mobile app! It's designed in a way that's simple and intuitive to navigate, which is great for everyone. It effectively handles the essential banking tasks I need to perform regularly. It's a practical and reliable tool that makes everyday banking much more convenient. Thank you for this useful application.",good job cbe team mobile app design way simple intuitive navigate great effectively handle essential banking task need perform regularly practical reliable tool make everyday banking convenient thank useful application,"['practical', 'effectively', 'banking', 'navigate', 'tool', 'team', 'handle', 'perform', 'everyday', 'essential']",['Other']
319,ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,screenshot,['screenshot'],['Other']
320,before it was smooth and good. this time after the new update in 2025 i can not make screenshot of my recite. even the downlod button is very delayed in putting my recite in my gallery for simple proof. please fix this i am unable to show proof of payment to my clients. thankyou.,smooth good time new update screenshot recite downlod button delayed put recite gallery simple proof fix unable proof payment client thankyou,"['recite', 'proof', 'gallery', 'downlod', 'delayed', 'unable', 'client', 'thankyou', 'button', 'new']",['Other']
321,cool ❤,cool,['cool'],['Other']
322,Best app,good app,"['good', 'app']",['Other']
323,great app,great app,"['great', 'app']",['Other']
324,best banking App,good banking app,"['banking', 'good', 'app']",['Other']
325,satisfied,satisfy,[],[]
326,this app is very necessary app many people found it,app necessary app people find,"['people', 'necessary', 'app']",['Other']
327,cbe very active Bank I'm using CBE app very very satisfaction,cbe active bank cbe app satisfaction,"['cbe', 'satisfaction', 'active', 'bank', 'app']",['Other']
328,It made life alot easier. I cant even imagine having to make all those transactions in person. So this app was crucial for me. Very good app. well done.,life alot easy imagine have transaction person app crucial good app,"['imagine', 'crucial', 'alot', 'person', 'life', 'transaction', 'app', 'easy', 'good']","['Transaction Performance', 'Other']"
329,excellent,excellent,['excellent'],['Other']
